# Parameter;Units;Alias1;Alias2;Alias3;
tendency_of_ocean_mole_content_of_iron_due_to_sedimentation;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_nitrogen_due_to_biological_production;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_organic_carbon_due_to_runoff_and_sediment_dissolution;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_organic_carbon_due_to_sedimentation;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_oxidized_nitrogen_compounds_expressed_as_nitrogen_due_to_deposition;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_oxidized_nitrogen_compounds_expressed_as_nitrogen_due_to_dry_deposition;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_oxidized_nitrogen_compounds_expressed_as_nitrogen_due_to_wet_deposition;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_phosphorus_due_to_biological_production;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_reduced_nitrogen_compounds_expressed_as_nitrogen_due_to_deposition;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_reduced_nitrogen_compounds_expressed_as_nitrogen_due_to_dry_deposition;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_reduced_nitrogen_compounds_expressed_as_nitrogen_due_to_wet_deposition;mol m-2 s-1;;;;
tendency_of_ocean_mole_content_of_silicon_due_to_biological_production;mol m-2 s-1;;;;
tendency_of_ocean_potential_energy_content;W m-2;;;;
tendency_of_ocean_potential_energy_content_due_to_background;W m-2;;;;
tendency_of_ocean_potential_energy_content_due_to_tides;W m-2;;;;
tendency_of_potential_energy_content_of_atmosphere_layer_due_to_advection;W m-2;;;;
tendency_of_potential_energy_content_of_ocean_layer_due_to_convection;W m-2;;;;
tendency_of_potential_energy_content_of_ocean_layer_due_to_diffusion;W m-2;;;;
tendency_of_sea_ice_amount_due_to_basal_melting;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_congelation_ice_accumulation;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_conversion_of_snow_to_sea_ice;kg m-2 s-1;tendency_of_sea_ice_amount_due_to_snow_conversion;;;
tendency_of_sea_ice_amount_due_to_frazil_ice_accumulation_in_leads;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_lateral_growth_of_ice_floes;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_lateral_melting;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_sea_ice_dynamics;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_sea_ice_thermodynamics;kg m-2 s-1;;;;
tendency_of_sea_ice_amount_due_to_surface_melting;kg m-2 s-1;;;;
tendency_of_sea_ice_area_fraction_due_to_dynamics;s-1;;;;
tendency_of_sea_ice_area_fraction_due_to_ridging;s-1;;;;
tendency_of_sea_ice_area_fraction_due_to_thermodynamics;s-1;;;;
tendency_of_sea_ice_thickness_due_to_dynamics;m s-1;;;;
tendency_of_sea_ice_thickness_due_to_thermodynamics;m s-1;;;;
tendency_of_sea_surface_height_above_mean_sea_level;m year-1;tendency_of_sea_surface_height_above_sea_level;;;
tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes;mol m-3 s-1;;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content;W m-2;;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing;W m-2;tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_dianeutral_mixing;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection;W m-2;;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_advection;W m-2;;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion;W m-2;;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection;W m-2;;;;
tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_residual_mean_advection;W m-2;;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content;W m-2;;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing;W m-2;tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_eddy_dianeutral_mixing;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection;W m-2;;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_advection;W m-2;;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion;W m-2;;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection;W m-2;;;;
tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_residual_mean_advection;W m-2;;;;
tendency_of_sea_water_salinity;1e-3 s-1;;;;
tendency_of_sea_water_salinity_due_to_advection;1e-3 s-1;;;;
tendency_of_sea_water_salinity_due_to_horizontal_mixing;1e-3 s-1;;;;
tendency_of_sea_water_salinity_due_to_parameterized_eddy_advection;1e-3 s-1;tendency_of_sea_water_salinity_due_to_bolus_advection;;;
tendency_of_sea_water_salinity_due_to_sea_ice_thermodynamics;1e-3 s-1;;;;
tendency_of_sea_water_salinity_due_to_vertical_mixing;1e-3 s-1;;;;
tendency_of_sea_water_salinity_expressed_as_salt_content;kg m-2 s-1;;;;
tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_dianeutral_mixing;kg m-2 s-1;tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_eddy_dianeutral_mixing;;;
tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_eddy_advection;kg m-2 s-1;;;;
tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_mesoscale_eddy_advection;kg m-2 s-1;;;;
tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_mesoscale_eddy_diffusion;kg m-2 s-1;;;;
tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_submesoscale_eddy_advection;kg m-2 s-1;;;;
tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_residual_mean_advection;kg m-2 s-1;;;;
tendency_of_sea_water_temperature;K s-1;;;;
tendency_of_sea_water_temperature_due_to_advection;K s-1;;;;
tendency_of_sea_water_temperature_due_to_horizontal_mixing;K s-1;;;;
tendency_of_sea_water_temperature_due_to_parameterized_eddy_advection;K s-1;tendency_of_sea_water_temperature_due_to_bolus_advection;;;
tendency_of_sea_water_temperature_due_to_vertical_mixing;K s-1;;;;
tendency_of_soil_and_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation;kg m-2 s-1;;;;
tendency_of_soil_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fertilization;kg m-2 s-1;;;;
tendency_of_specific_humidity;s-1;;;;
tendency_of_specific_humidity_due_to_advection;s-1;;;;
tendency_of_specific_humidity_due_to_boundary_layer_mixing;s-1;;;;
tendency_of_specific_humidity_due_to_convection;s-1;;;;
tendency_of_specific_humidity_due_to_diffusion;s-1;;;;
tendency_of_specific_humidity_due_to_model_physics;s-1;;;;
tendency_of_specific_humidity_due_to_stratiform_cloud_and_precipitation;s-1;;;;
tendency_of_specific_humidity_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing;s-1;;;;
tendency_of_specific_humidity_due_to_stratiform_precipitation;s-1;tendency_of_specific_humidity_due_to_large_scale_precipitation;;;
tendency_of_surface_air_pressure;Pa s-1;;;;
tendency_of_surface_snow_amount;kg m-2 s-1;;;;
tendency_of_surface_snow_amount_due_to_conversion_of_snow_to_sea_ice;kg m-2 s-1;;;;
tendency_of_surface_snow_amount_due_to_drifting_into_sea;kg m-2 s-1;;;;
tendency_of_surface_snow_amount_due_to_sea_ice_dynamics;kg m-2 s-1;;;;
tendency_of_thermal_energy_content_of_surface_snow_due_to_rainfall_temperature_excess_above_freezing;W m-2;;;;
tendency_of_troposphere_moles_of_carbon_monoxide;mol s-1;tendency_of_moles_of_carbon_monoxide_in_troposphere;;;
tendency_of_troposphere_moles_of_hcc140a;mol s-1;tendency_of_moles_of_hcc140a_in_troposphere;;;
tendency_of_troposphere_moles_of_hcfc22;mol s-1;tendency_of_moles_of_hcfc22_in_troposphere;;;
tendency_of_troposphere_moles_of_methane;mol s-1;tendency_of_moles_of_methane_in_troposphere;;;
tendency_of_troposphere_moles_of_methyl_bromide;mol s-1;tendency_of_moles_of_methyl_bromide_in_troposphere;;;
tendency_of_troposphere_moles_of_methyl_chloride;mol s-1;tendency_of_moles_of_methyl_chloride_in_troposphere;;;
tendency_of_troposphere_moles_of_molecular_hydrogen;mol s-1;tendency_of_moles_of_molecular_hydrogen_in_troposphere;;;
tendency_of_upward_air_velocity;m s-2;;;;
tendency_of_upward_air_velocity_due_to_advection;m s-2;;;;
tendency_of_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation;kg m-2 s-1;;;;
tendency_of_wind_speed_due_to_convection;m s-2;;;;
tendency_of_wind_speed_due_to_gravity_wave_drag;m s-2;;;;
thermal_energy_content_of_surface_snow;J m-2;snow_thermal_energy_content;;;
thermosteric_change_in_mean_sea_level;m;;;;
thermosteric_change_in_sea_surface_height;m;;;;
thickness_of_convective_rainfall_amount;m;;;;
thickness_of_convective_snowfall_amount;m;;;;
thickness_of_ice_on_sea_ice_melt_pond;m;;;;
thickness_of_liquid_water_cloud;m;;;;
thickness_of_rainfall_amount;m;;;;
thickness_of_snowfall_amount;m;;;;
thickness_of_stratiform_rainfall_amount;m;thickness_of_large_scale_rainfall_amount;;;
thickness_of_stratiform_snowfall_amount;m;thickness_of_large_scale_snowfall_amount;;;
thunderstorm_probability;1;;;;
tidal_sea_surface_height_above_lowest_astronomical_tide;m;;;;
tidal_sea_surface_height_above_mean_higher_high_water;m;;;;
tidal_sea_surface_height_above_mean_lower_low_water;m;;;;
tidal_sea_surface_height_above_mean_low_water_springs;m;;;;
tidal_sea_surface_height_above_mean_sea_level;m;;;;
time;s;;;;
time_of_maximum_flood_depth;s;;;;
time_sample_difference_due_to_collocation;s;;;;
time_when_flood_water_falls_below_threshold;s;;;;
time_when_flood_water_rises_above_threshold;s;;;;
toa_adjusted_longwave_forcing;W m-2;;;;
toa_adjusted_radiative_forcing;W m-2;;;;
toa_adjusted_shortwave_forcing;W m-2;;;;
toa_bidirectional_reflectance;1;;;;
toa_brightness_temperature;K;;;;
toa_brightness_temperature_assuming_clear_sky;K;;;;
toa_brightness_temperature_bias_at_standard_scene_due_to_intercalibration;K;;;;
toa_brightness_temperature_of_standard_scene;K;;;;
toa_cloud_radiative_effect;W m-2;;;;
toa_incoming_shortwave_flux;W m-2;;;;
toa_instantaneous_longwave_forcing;W m-2;;;;
toa_instantaneous_radiative_forcing;W m-2;;;;
toa_instantaneous_shortwave_forcing;W m-2;;;;
toa_longwave_cloud_radiative_effect;W m-2;;;;
toa_longwave_dust_ambient_aerosol_particles_direct_radiative_effect_assuming_clear_sky;W m-2;;;;
toa_net_downward_longwave_flux;W m-2;;;;
toa_net_downward_longwave_flux_assuming_clear_sky;W m-2;;;;
toa_net_downward_radiative_flux;W m-2;;;;
toa_net_downward_shortwave_flux;W m-2;;;;
toa_net_downward_shortwave_flux_assuming_clear_sky;W m-2;;;;
toa_net_upward_longwave_flux;W m-2;;;;
toa_net_upward_longwave_flux_assuming_clear_sky;W m-2;;;;
toa_net_upward_shortwave_flux;W m-2;;;;
toa_outgoing_longwave_flux;W m-2;;;;
toa_outgoing_longwave_flux_assuming_clear_sky;W m-2;;;;
toa_outgoing_longwave_flux_due_to_volcanic_ambient_aerosol_particles_assuming_clear_sky;W m-2;;;;
toa_outgoing_radiance_per_unit_wavelength;W m-2 sr-1 m-1;;;;
toa_outgoing_radiance_per_unit_wavelength_due_to_solar_induced_fluorescence;W m-2 sr-1 m-1;;;;
toa_outgoing_radiance_per_unit_wavenumber;W m-2 sr-1 (m-1)-1;;;;
toa_outgoing_radiance_per_unit_wavenumber_mean_within_collocation_scene;W m-2 sr-1 (m-1)-1;;;;
toa_outgoing_radiance_per_unit_wavenumber_mean_within_collocation_target;W m-2 sr-1 (m-1)-1;;;;
toa_outgoing_radiance_per_unit_wavenumber_stdev_within_collocation_scene;W m-2 sr-1 (m-1)-1;;;;
toa_outgoing_radiance_per_unit_wavenumber_stdev_within_collocation_target;W m-2 sr-1 (m-1)-1;;;;
toa_outgoing_shortwave_flux;W m-2;;;;
toa_outgoing_shortwave_flux_assuming_clear_sky;W m-2;;;;
toa_outgoing_shortwave_flux_assuming_clear_sky_and_no_aerosol;W m-2;toa_outgoing_shortwave_flux_assuming_clean_clear_sky;;;
toa_outgoing_shortwave_flux_assuming_no_aerosol;W m-2;;;;
toa_outgoing_shortwave_flux_due_to_volcanic_ambient_aerosol_particles_assuming_clear_sky;W m-2;;;;
toa_shortwave_cloud_radiative_effect;W m-2;;;;
to_direction_of_air_velocity_relative_to_sea_water;degree;;;;
to_direction_of_surface_downward_stress;degree;;;;
tracer_lifetime;s;;;;
transpiration_amount;kg m-2;;;;
transpiration_flux;kg m-2 s-1;;;;
tropical_cyclone_eye_brightness_temperature;K;;;;
tropical_cyclone_maximum_sustained_wind_speed;m s-1;;;;
tropopause_adjusted_longwave_forcing;W m-2;;;;
tropopause_adjusted_radiative_forcing;W m-2;;;;
tropopause_adjusted_shortwave_forcing;W m-2;;;;
tropopause_air_pressure;Pa;;;;
tropopause_air_temperature;K;;;;
tropopause_altitude;m;;;;
tropopause_downwelling_longwave_flux;W m-2;;;;
tropopause_instantaneous_longwave_forcing;W m-2;;;;
tropopause_instantaneous_radiative_forcing;W m-2;;;;
tropopause_instantaneous_shortwave_forcing;W m-2;;;;
tropopause_net_downward_longwave_flux;W m-2;;;;
tropopause_net_downward_shortwave_flux;W m-2;;;;
tropopause_upwelling_shortwave_flux;W m-2;;;;
troposphere_mole_content_of_bromine_monoxide;mol m-2;;;;
troposphere_mole_content_of_formaldehyde;mol m-2;;;;
troposphere_mole_content_of_glyoxal;mol m-2;;;;
troposphere_mole_content_of_iodine_monoxide;mol m-2;;;;
troposphere_mole_content_of_nitrogen_dioxide;mol m-2;;;;
troposphere_mole_content_of_ozone;mol m-2;;;;
troposphere_mole_content_of_sulfur_dioxide;mol m-2;;;;
turbulent_mixing_length_of_sea_water;m;;;;
ultraviolet_index;1;;;;
ultraviolet_index_assuming_clear_sky;1;;;;
ultraviolet_index_assuming_overcast_sky;1;;;;
upward_air_velocity;m s-1;;;;
upward_derivative_of_eastward_wind;s-1;;;;
upward_derivative_of_northward_wind;s-1;;;;
upward_derivative_of_wind_from_direction;degree m-1;;;;
upward_dry_static_energy_flux_due_to_diffusion;W m-2;;;;
upward_eastward_momentum_flux_in_air_due_to_nonorographic_eastward_gravity_waves;Pa;upward_flux_of_eastward_momentum_due_to_nonorographic_eastward_gravity_waves;;;
upward_eastward_momentum_flux_in_air_due_to_nonorographic_westward_gravity_waves;Pa;upward_flux_of_eastward_momentum_due_to_nonorographic_westward_gravity_waves;;;
upward_eastward_momentum_flux_in_air_due_to_orographic_gravity_waves;Pa;upward_flux_of_eastward_momentum_due_to_orographic_gravity_waves;;;
upward_eastward_stress_at_sea_ice_base;Pa;upward_eliassen_palm_flux;;;
upward_eliassen_palm_flux_in_air;m3 s-2;;;;
upward_geothermal_heat_flux_at_ground_level_in_land_ice;W m-2;;;;
upward_geothermal_heat_flux_at_sea_floor;W m-2;;;;
upward_heat_flux_at_ground_level_in_snow;W m-2;;;;
upward_heat_flux_at_ground_level_in_soil;W m-2;;;;
upward_heat_flux_in_air;W m-2;;;;
upward_heat_flux_in_sea_water_due_to_convection;W m-2;;;;
upward_latent_heat_flux_in_air;W m-2;;;;
upward_mass_flux_of_air;kg m-2 s-1;;;;
upward_northward_stress_at_sea_ice_base;Pa;;;;
upward_ocean_mass_transport;kg s-1;;;;
upward_sea_ice_basal_heat_flux;W m-2;;;;
upward_sea_water_velocity;m s-1;;;;
upward_sea_water_velocity_due_to_parameterized_mesoscale_eddies;m s-1;bolus_upward_sea_water_velocity;;;
upward_sensible_heat_flux_in_air;W m-2;;;;
upward_transformed_eulerian_mean_air_velocity;m s-1;;;;
upward_upward_derivative_of_geopotential;s-2;;;;
upward_water_vapor_flux_in_air;kg m-2 s-1;;;;
upward_water_vapor_flux_in_air_due_to_diffusion;kg m-2 s-1;;;;
upward_x_stress_at_sea_ice_base;Pa;;;;
upward_y_stress_at_sea_ice_base;Pa;;;;
upwelling_longwave_flux_in_air;W m-2;;;;
upwelling_longwave_flux_in_air_assuming_clear_sky;W m-2;;;;
upwelling_longwave_radiance_in_air;W m-2 sr-1;;;;
upwelling_radiance_per_unit_wavelength_in_air;W m-2 m-1 sr-1;upwelling_spectral_radiance_in_air;;;
upwelling_radiative_flux_per_unit_wavelength_in_air;W m-2 m-1;upwelling_spectral_radiative_flux_in_air;;;
upwelling_radiative_flux_per_unit_wavelength_in_sea_water;W m-2 m-1;upwelling_spectral_radiative_flux_in_sea_water;;;
upwelling_shortwave_flux_in_air;W m-2;;;;
upwelling_shortwave_flux_in_air_assuming_clear_sky;W m-2;;;;
upwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol;W m-2;upwelling_shortwave_flux_in_air_assuming_clean_clear_sky;;;
upwelling_shortwave_radiance_in_air;W m-2 sr-1;;;;
vegetation_area_fraction;1;;;;
vegetation_carbon_content;kg m-2;;;;
vegetation_mass_content_of_13C;kg m-2;;;;
vegetation_mass_content_of_14C;kg m-2;;;;
vegetation_mass_content_of_nitrogen;kg m-2;;;;
vertical_component_of_ocean_xy_tracer_diffusivity;m2 s-1;;;;
vertical_navigation_clearance_above_waterway_surface;m;;;;
virtual_salt_flux_correction;kg m-2 s-1;;;;
virtual_salt_flux_into_sea_water;kg m-2 s-1;;;;
virtual_salt_flux_into_sea_water_due_to_evaporation;kg m-2 s-1;;;;
virtual_salt_flux_into_sea_water_due_to_newtonian_relaxation;kg m-2 s-1;;;;
virtual_salt_flux_into_sea_water_due_to_rainfall;kg m-2 s-1;;;;
virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics;kg m-2 s-1;;;;
virtual_salt_flux_into_sea_water_from_rivers;kg m-2 s-1;;;;
virtual_temperature;K;;;;
visibility_in_air;m;;;;
volume_absorption_coefficient_in_air_due_to_dried_aerosol_particles;m-1;;;;
volume_absorption_coefficient_of_radiative_flux_in_sea_water;m-1;;;;
volume_absorption_coefficient_of_radiative_flux_in_sea_water_due_to_dissolved_organic_matter;m-1;;;;
volume_attenuated_backwards_scattering_function_in_air;m-1 sr-1;;;;
volume_attenuated_backwards_scattering_function_in_air_assuming_no_aerosol_or_cloud;m-1 sr-1;;;;
volume_attenuation_coefficient_of_downwelling_radiative_flux_in_sea_water;m-1;;;;
volume_backwards_scattering_coefficient_in_air_due_to_dried_aerosol_particles;m-1;;;;
volume_backwards_scattering_coefficient_of_radiative_flux_in_sea_water;m-1;;;;
volume_beam_attenuation_coefficient_of_radiative_flux_in_sea_water;m-1;;;;
volume_beam_attenuation_coefficient_of_radiative_flux_in_sea_water_corrected_for_pure_water_attenuance;m-1;;;;
volume_extinction_coefficient_in_air_due_to_ambient_aerosol_particles;m-1;volume_extinction_coefficient_in_air_due_to_ambient_aerosol;;;
volume_extinction_coefficient_in_air_due_to_cloud_particles;m-1;;;;
volume_fraction_of_clay_in_soil;1;;;;
volume_fraction_of_condensed_water_in_soil;1;volume_fraction_of_water_in_soil;;;
volume_fraction_of_condensed_water_in_soil_at_critical_point;1;volume_fraction_of_water_in_soil_at_critical_point;;;
volume_fraction_of_condensed_water_in_soil_at_field_capacity;1;volume_fraction_of_water_in_soil_at_field_capacity;;;
volume_fraction_of_condensed_water_in_soil_at_wilting_point;1;volume_fraction_of_water_in_soil_at_wilting_point;;;
volume_fraction_of_condensed_water_in_soil_pores;1;;;;
volume_fraction_of_frozen_water_in_soil;1;;;;
volume_fraction_of_oxygen_in_sea_water;1;;;;
volume_fraction_of_sand_in_soil;1;;;;
volume_fraction_of_silt_in_soil;1;;;;
volume_mixing_ratio_of_oxygen_at_stp_in_sea_water;1;;;;
volume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles;m-1;volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles;;;
volume_scattering_coefficient_of_radiative_flux_in_air_due_to_dried_aerosol_particles;m-1;volume_scattering_coefficient_in_air_due_to_dried_aerosol_particles;;;
volume_scattering_coefficient_of_radiative_flux_in_sea_water;m-1;;;;
volume_scattering_function_of_radiative_flux_in_air_due_to_ambient_aerosol_particles;m-1 sr-1;;;;
volume_scattering_function_of_radiative_flux_in_sea_water;m-1 sr-1;;;;
water_evaporation_amount;kg m-2;;;;
water_evaporation_amount_from_canopy;kg m-2;water_evaporation_amount_from_canopy_where_land;;;
